ID_Caso,Fecha_Deteccion,Proceso_ID,Tipo_Hallazgo_ID,Severidad,Origen_Deteccion,Estado,Fecha_Cierre,Dias_Para_Cierre,Responsable_ID,Costo_Estimado_COP
NC-104862,2007-11-02,P08,T05,Media,Auditoría Interna,Cerrada,2007-11-05,3,R11,940248
NC-102713,2007-11-02,P06,T02,Alta,Autocontrol,Cerrada,2007-11-13,11,R21,730998
NC-104128,2007-11-04,P06,T02,Baja,Autocontrol,Cerrada,2007-11-11,7,R21,183849
NC-103275,2007-11-06,P03,T06,Alta,Auditoría Interna,Cerrada,2007-11-17,11,R01,423393
NC-105952,2007-11-07,P05,T06,Baja,Queja de Cliente,Cerrada,2007-11-28,21,R21,97182
NC-105759,2007-11-14,P08,T05,Media,Auditoría Externa,Cerrada,2007-11-19,5,R01,115911
NC-103883,2007-11-15,P01,T05,Baja,Queja de Cliente,Abierta,,,R09,46677
NC-101085,2007-11-17,P04,T04,Alta,Inspección de Calidad,Cerrada,2007-12-03,16,R16,328972
NC-102905,2007-11-17,P06,T03,Alta,Auditoría Externa,Cerrada,2007-11-18,1,R11,446525
NC-103992,2007-11-21,P02,T04,Alta,Auditoría Interna,Cerrada,2007-12-11,20,R01,1156144
NC-102703,2007-11-22,P01,T03,Alta,Inspección de Calidad,Cerrada,2007-12-01,9,R11,459164
NC-101692,2007-11-22,P01,T04,Baja,Autocontrol,Cerrada,2007-11-23,1,R01,207605
NC-100510,2007-11-27,P01,T04,Baja,Autocontrol,Cerrada,2007-12-17,20,R16,46640
NC-102364,2007-11-29,P05,T05,Media,Inspección de Calidad,Abierta,,,R01,211139
NC-102824,2007-11-30,P08,T05,Crítica,Queja de Cliente,Cerrada,2007-12-14,14,R21,1261491
NC-104623,2007-11-30,P01,T06,Media,Auditoría Externa,Cerrada,2007-12-07,7,R11,254879
NC-100713,2007-12-03,P08,T03,Crítica,Autocontrol,Cerrada,2007-12-15,12,R21,884347
NC-103168,2007-12-03,P03,T04,Media,Autocontrol,Abierta,,,R09,443962
NC-102627,2007-12-03,P01,T02,Baja,Inspección de Calidad,Cerrada,2007-12-13,10,R21,422573
NC-102244,2007-12-05,P03,T06,Baja,Queja de Cliente,En Tratamiento,,,R09,269484
NC-101598,2007-12-09,P03,T05,Alta,Auditoría Interna,Cerrada,2007-12-23,14,R09,1733570
NC-104199,2007-12-10,P05,T06,Media,Auditoría Externa,En Tratamiento,,,R11,551136
NC-101991,2007-12-10,P08,T03,Media,Queja de Cliente,Cerrada,2007-12-15,5,R09,334934
NC-106144,2007-12-12,P06,T06,Media,Queja de Cliente,En Tratamiento,,,R09,158439
NC-105143,2007-12-15,P08,T01,Baja,Auditoría Interna,Cerrada,2007-12-16,1,R01,94929
NC-100693,2007-12-15,P04,T03,Alta,Auditoría Externa,Cerrada,2007-12-25,10,R21,1852027
NC-102449,2007-12-20,P02,T02,Media,Inspección de Calidad,Cerrada,2007-12-28,8,R09,622816
NC-101094,2007-12-24,P07,T01,Alta,Autocontrol,Cerrada,2007-12-31,7,R09,946704
NC-105823,2007-12-28,P08,T01,Alta,Autocontrol,Cerrada,2008-01-20,23,R01,228093
NC-105114,2007-12-29,P05,T03,Crítica,Auditoría Externa,Cerrada,2007-12-30,1,R21,323180
NC-101873,2008-01-02,P07,T01,Media,Queja de Cliente,Cerrada,2008-01-13,11,R21,576633
NC-104040,2008-01-05,P07,T04,Baja,Auditoría Interna,Cerrada,2008-01-12,7,R01,116199
NC-106136,2008-01-06,P07,T03,Crítica,Autocontrol,Cerrada,2008-01-23,17,R01,2232041
NC-106172,2008-01-06,P01,T01,Media,Inspección de Calidad,Cerrada,2008-01-12,6,R11,365483
NC-100579,2008-01-06,P05,T03,Baja,Queja de Cliente,Cerrada,2008-01-18,12,R11,222362
NC-103487,2008-01-07,P04,T03,Media,Auditoría Externa,Cerrada,2008-01-28,21,R09,590742
NC-101576,2008-01-09,P02,T01,Crítica,Auditoría Interna,Cerrada,2008-01-18,9,R21,1610791
NC-104465,2008-01-10,P03,T01,Media,Autocontrol,Cerrada,2008-01-19,9,R16,685293
NC-101099,2008-01-10,P05,T06,Crítica,Auditoría Interna,Cerrada,2008-01-24,14,R01,562799
NC-103280,2008-01-11,P05,T02,Media,Auditoría Interna,Cerrada,2008-01-19,8,R11,709260
NC-103590,2008-01-14,P01,T02,Baja,Inspección de Calidad,Cerrada,2008-02-03,20,R16,147774
NC-101501,2008-01-15,P05,T04,Baja,Queja de Cliente,Cerrada,2008-02-14,30,R11,272548
NC-102409,2008-01-18,P01,T05,Media,Queja de Cliente,Cerrada,2008-02-10,23,R01,391950
NC-103329,2008-01-20,P05,T05,Media,Inspección de Calidad,Cerrada,2008-02-12,23,R11,708742
NC-102831,2008-01-22,P01,T04,Alta,Auditoría Externa,En Tratamiento,,,R21,613293
NC-103761,2008-01-23,P07,T04,Media,Queja de Cliente,Cerrada,2008-02-09,17,R16,229881
NC-104210,2008-01-25,P02,T06,Alta,Inspección de Calidad,Cerrada,2008-02-03,9,R09,1667091
NC-102187,2008-01-27,P08,T02,Alta,Auditoría Externa,Cerrada,2008-02-04,8,R16,1799348
NC-100261,2008-01-28,P03,T05,Alta,Queja de Cliente,Cerrada,2008-02-08,11,R01,1826437
NC-103443,2008-01-29,P05,T05,Media,Queja de Cliente,En Tratamiento,,,R01,593979
NC-104315,2008-01-30,P07,T01,Crítica,Autocontrol,Cerrada,2008-02-08,9,R16,98309
NC-100569,2008-02-03,P07,T03,Media,Auditoría Interna,Cerrada,2008-02-21,18,R21,53669
NC-101419,2008-02-09,P05,T05,Alta,Auditoría Interna,Cerrada,2008-02-27,18,R11,1104147
NC-105315,2008-02-11,P03,T04,Alta,Auditoría Interna,Cerrada,2008-02-25,14,R01,553905
NC-100675,2008-02-12,P05,T04,Crítica,Auditoría Interna,Cerrada,2008-02-18,6,R01,3448471
NC-100082,2008-02-12,P04,T04,Media,Inspección de Calidad,Cerrada,2008-03-02,19,R16,469079
NC-102155,2008-02-13,P01,T05,Alta,Queja de Cliente,Cerrada,2008-02-18,5,R01,463584
NC-100491,2008-02-14,P01,T01,Baja,Auditoría Interna,Cerrada,2008-03-10,25,R16,23791
NC-102282,2008-02-18,P03,T01,Alta,Inspección de Calidad,Cerrada,2008-02-29,11,R09,536294
NC-102545,2008-02-19,P08,T05,Alta,Autocontrol,Cerrada,2008-02-25,6,R09,890643
NC-104539,2008-02-22,P04,T02,Media,Auditoría Interna,Cerrada,2008-03-11,18,R11,211434
NC-104817,2008-02-25,P01,T01,Media,Inspección de Calidad,Cerrada,2008-03-10,14,R16,554535
NC-103585,2008-03-01,P03,T03,Crítica,Inspección de Calidad,Abierta,,,R21,1546468
NC-103679,2008-03-01,P07,T05,Baja,Auditoría Externa,Cerrada,2008-03-14,13,R21,114618
NC-106164,2008-03-03,P07,T04,Media,Auditoría Interna,Cerrada,2008-03-04,1,R01,383277
NC-100302,2008-03-10,P08,T03,Baja,Auditoría Externa,Cerrada,2008-03-20,10,R16,176392
NC-101839,2008-03-11,P03,T01,Baja,Autocontrol,Cerrada,2008-03-27,16,R18,288329
NC-101550,2008-03-11,P07,T03,Baja,Auditoría Interna,Cerrada,2008-03-24,13,R21,109774
NC-105692,2008-03-12,P07,T02,Media,Autocontrol,Cerrada,2008-03-23,11,R09,461910
NC-102439,2008-03-16,P04,T05,Media,Queja de Cliente,Cerrada,2008-04-04,19,R18,126315
NC-101087,2008-03-24,P02,T01,Crítica,Auditoría Interna,Cerrada,2008-04-01,8,R16,313970
NC-103686,2008-03-24,P08,T04,Alta,Auditoría Interna,Cerrada,2008-04-04,11,R18,323094
NC-102588,2008-03-25,P07,T04,Media,Auditoría Interna,Cerrada,2008-03-29,4,R01,553181
NC-104219,2008-03-25,P07,T05,Media,Autocontrol,Cerrada,2008-04-03,9,R21,726156
NC-101228,2008-03-29,P02,T06,Media,Autocontrol,Cerrada,2008-04-20,22,R11,388834
NC-104641,2008-03-30,P01,T01,Media,Queja de Cliente,Cerrada,2008-04-10,11,R18,358943
NC-101233,2008-04-09,P05,T02,Crítica,Autocontrol,Cerrada,2008-04-20,11,R18,242376
NC-102772,2008-04-11,P01,T01,Media,Inspección de Calidad,Cerrada,2008-04-22,11,R21,184092
NC-105305,2008-04-15,P08,T06,Baja,Auditoría Interna,Cerrada,2008-04-29,14,R18,113352
NC-100398,2008-04-19,P07,T02,Alta,Queja de Cliente,Cerrada,2008-04-21,2,R09,1170207
NC-103294,2008-04-25,P06,T06,Media,Autocontrol,Cerrada,2008-05-06,11,R01,982578
NC-102604,2008-04-28,P06,T06,Media,Inspección de Calidad,En Tratamiento,,,R01,98368
NC-100424,2008-04-28,P03,T04,Baja,Autocontrol,Cerrada,2008-05-13,15,R21,213084
NC-101139,2008-04-30,P01,T04,Alta,Auditoría Externa,Cerrada,2008-05-05,5,R09,1044798
NC-103189,2008-05-02,P07,T06,Crítica,Inspección de Calidad,Cerrada,2008-05-18,16,R16,2683280
NC-103063,2008-05-04,P08,T05,Media,Auditoría Externa,Cerrada,2008-06-02,29,R21,425785
NC-101783,2008-05-04,P03,T05,Baja,Queja de Cliente,En Tratamiento,,,R09,164028
NC-103308,2008-05-07,P05,T05,Media,Queja de Cliente,Abierta,,,R16,527063
NC-105756,2008-05-07,P06,T02,Media,Auditoría Interna,Cerrada,2008-06-01,25,R09,863672
NC-103825,2008-05-07,P01,T04,Media,Auditoría Interna,En Tratamiento,,,R16,128325
NC-101303,2008-05-09,P06,T01,Media,Auditoría Interna,Cerrada,2008-05-17,8,R11,707727
NC-101460,2008-05-09,P04,T05,Crítica,Autocontrol,Cerrada,2008-05-26,17,R09,201063
NC-101390,2008-05-14,P08,T02,Baja,Auditoría Interna,En Tratamiento,,,R16,191482
NC-104622,2008-05-14,P05,T05,Baja,Autocontrol,Cerrada,2008-05-15,1,R01,147685
NC-100909,2008-05-17,P01,T05,Baja,Inspección de Calidad,Cerrada,2008-05-27,10,R11,350010
NC-104152,2008-05-18,P07,T06,Baja,Inspección de Calidad,Cerrada,2008-05-25,7,R01,250961
NC-101274,2008-05-20,P02,T02,Alta,Autocontrol,Cerrada,2008-06-04,15,R09,967896
NC-100587,2008-05-21,P05,T01,Media,Autocontrol,En Tratamiento,,,R11,725067
NC-102293,2008-05-24,P07,T02,Baja,Auditoría Externa,Cerrada,2008-05-31,7,R09,117966
NC-101556,2008-05-29,P05,T04,Crítica,Auditoría Interna,Cerrada,2008-06-03,5,R21,866434
NC-101367,2008-05-31,P02,T05,Media,Inspección de Calidad,Cerrada,2008-06-05,5,R16,1583961
NC-104254,2008-05-31,P02,T06,Media,Queja de Cliente,Cerrada,2008-06-12,12,R18,372258
NC-101130,2008-06-05,P03,T06,Baja,Inspección de Calidad,Cerrada,2008-06-13,8,R11,391336
NC-105099,2008-06-06,P06,T01,Baja,Inspección de Calidad,Cerrada,2008-06-11,5,R18,109991
NC-100406,2008-06-06,P06,T03,Media,Inspección de Calidad,Cerrada,2008-07-11,35,R09,381324
NC-102090,2008-06-10,P03,T06,Crítica,Autocontrol,Cerrada,2008-06-13,3,R11,1129617
NC-100235,2008-06-10,P07,T04,Media,Auditoría Externa,Cerrada,2008-06-16,6,R16,726631
NC-104984,2008-06-14,P08,T03,Baja,Inspección de Calidad,Cerrada,2008-06-19,5,R09,51931
NC-103467,2008-06-16,P05,T05,Baja,Queja de Cliente,Cerrada,2008-06-25,9,R11,291066
NC-100973,2008-06-17,P08,T05,Alta,Inspección de Calidad,Cerrada,2008-07-01,14,R18,620101
NC-101004,2008-06-18,P01,T05,Media,Auditoría Interna,Cerrada,2008-07-05,17,R16,413422
NC-102268,2008-06-23,P06,T05,Baja,Autocontrol,Cerrada,2008-07-12,19,R11,5626
NC-103541,2008-06-24,P03,T03,Alta,Auditoría Externa,Cerrada,2008-07-06,12,R11,1545054
NC-100158,2008-06-25,P02,T02,Alta,Auditoría Externa,Cerrada,2008-06-30,5,R01,683836
NC-104738,2008-06-26,P02,T03,Crítica,Auditoría Interna,Cerrada,2008-07-06,10,R18,217472
NC-102003,2008-06-27,P02,T04,Media,Auditoría Interna,Abierta,,,R18,712870
NC-102641,2008-06-28,P08,T02,Media,Autocontrol,Cerrada,2008-07-21,23,R09,105344
NC-106175,2008-06-28,P04,T06,Baja,Autocontrol,Cerrada,2008-07-14,16,R16,279081
NC-103335,2008-07-03,P08,T01,Media,Queja de Cliente,Cerrada,2008-07-11,8,R18,1113424
NC-105261,2008-07-05,P01,T01,Media,Auditoría Externa,Cerrada,2008-08-01,27,R09,150912
NC-103681,2008-07-07,P04,T03,Alta,Auditoría Interna,Cerrada,2008-07-29,22,R09,416965
NC-100962,2008-07-12,P04,T06,Media,Auditoría Interna,Cerrada,2008-07-18,6,R01,681450
NC-102121,2008-07-13,P08,T04,Media,Autocontrol,Cerrada,2008-07-22,9,R16,302564
NC-100234,2008-07-15,P04,T06,Media,Queja de Cliente,Cerrada,2008-08-01,17,R16,1065748
NC-103851,2008-07-16,P04,T04,Media,Inspección de Calidad,Cerrada,2008-07-29,13,R09,433693
NC-103320,2008-07-17,P02,T04,Alta,Queja de Cliente,Abierta,,,R16,280899
NC-105108,2008-07-21,P03,T01,Media,Inspección de Calidad,Abierta,,,R11,2121905
NC-100142,2008-07-24,P01,T04,Crítica,Autocontrol,Cerrada,2008-08-18,25,R21,1088946
NC-106150,2008-07-28,P06,T01,Media,Auditoría Externa,Cerrada,2008-08-12,15,R01,718580
NC-104290,2008-07-29,P02,T03,Baja,Auditoría Interna,Abierta,,,R09,111668
NC-101442,2008-07-31,P06,T06,Baja,Inspección de Calidad,Cerrada,2008-08-07,7,R11,406054
NC-100872,2008-08-01,P06,T01,Media,Queja de Cliente,Cerrada,2008-08-05,4,R11,790765
NC-103946,2008-08-01,P08,T02,Media,Auditoría Interna,Cerrada,2008-08-12,11,R16,539518
NC-106147,2008-08-01,P06,T01,Media,Auditoría Externa,Cerrada,2008-08-04,3,R21,71589
NC-100480,2008-08-04,P01,T06,Baja,Inspección de Calidad,Cerrada,2008-08-20,16,R01,60444
NC-102691,2008-08-06,P03,T01,Media,Autocontrol,Cerrada,2008-08-12,6,R16,507851
NC-102998,2008-08-08,P08,T03,Alta,Queja de Cliente,En Tratamiento,,,R01,966067
NC-105277,2008-08-09,P07,T02,Media,Queja de Cliente,En Tratamiento,,,R01,518611
NC-105428,2008-08-13,P02,T01,Media,Auditoría Externa,Cerrada,2008-08-21,8,R16,499861
NC-103494,2008-08-14,P02,T01,Baja,Inspección de Calidad,En Tratamiento,,,R18,283518
NC-102373,2008-08-15,P01,T06,Media,Auditoría Externa,Cerrada,2008-08-31,16,R11,574762
NC-104263,2008-08-16,P06,T01,Baja,Auditoría Externa,Cerrada,2008-08-27,11,R11,74362
NC-101054,2008-08-19,P02,T03,Baja,Auditoría Externa,Cerrada,2008-08-31,12,R18,391738
NC-104871,2008-08-20,P01,T02,Baja,Queja de Cliente,Cerrada,2008-08-29,9,R01,395490
NC-105723,2008-08-20,P03,T01,Baja,Inspección de Calidad,Cerrada,2008-08-28,8,R11,25885
NC-100904,2008-08-24,P07,T02,Media,Auditoría Interna,Cerrada,2008-09-16,23,R16,141295
NC-104387,2008-08-25,P01,T01,Media,Autocontrol,Cerrada,2008-09-02,8,R09,727188
NC-105685,2008-08-30,P06,T02,Media,Queja de Cliente,Cerrada,2008-09-06,7,R09,148751
NC-105270,2008-08-31,P02,T04,Alta,Auditoría Externa,Cerrada,2008-09-12,12,R11,1708387
NC-100039,2008-09-02,P01,T04,Alta,Auditoría Externa,En Tratamiento,,,R11,1014208
NC-101377,2008-09-04,P07,T03,Media,Autocontrol,En Tratamiento,,,R11,908526
NC-102839,2008-09-08,P07,T05,Alta,Inspección de Calidad,Cerrada,2008-09-11,3,R09,246831
NC-100501,2008-09-10,P06,T02,Baja,Inspección de Calidad,En Tratamiento,,,R11,9296
NC-100265,2008-09-11,P07,T01,Media,Autocontrol,En Tratamiento,,,R09,621766
NC-105034,2008-09-11,P07,T04,Baja,Inspección de Calidad,En Tratamiento,,,R18,56965
NC-102264,2008-09-12,P03,T03,Crítica,Queja de Cliente,Cerrada,2008-09-15,3,R01,1122905
NC-103616,2008-09-12,P04,T03,Alta,Autocontrol,Cerrada,2008-09-20,8,R09,807131
NC-105958,2008-09-13,P08,T05,Media,Autocontrol,Cerrada,2008-10-05,22,R18,595369
NC-103437,2008-09-13,P07,T02,Baja,Queja de Cliente,Cerrada,2008-09-23,10,R21,115960
NC-100037,2008-09-15,P03,T06,Media,Autocontrol,Cerrada,2008-09-24,9,R11,212105
NC-100840,2008-09-15,P02,T03,Alta,Inspección de Calidad,Cerrada,2008-09-22,7,R21,319899
NC-102079,2008-09-18,P07,T03,Alta,Queja de Cliente,Abierta,,,R09,2178081
NC-101149,2008-09-20,P07,T01,Crítica,Auditoría Externa,En Tratamiento,,,R18,141442
NC-103340,2008-09-24,P07,T02,Baja,Auditoría Externa,Cerrada,2008-09-30,6,R01,48606
NC-103718,2008-09-26,P06,T03,Baja,Auditoría Interna,Cerrada,2008-09-29,3,R01,165473
NC-105829,2008-09-30,P03,T06,Alta,Auditoría Externa,En Tratamiento,,,R09,401486
NC-102456,2008-10-01,P07,T06,Baja,Queja de Cliente,Cerrada,2008-10-19,18,R21,186097
NC-100477,2008-10-01,P05,T04,Media,Auditoría Interna,Cerrada,2008-10-17,16,R01,237723
NC-101344,2008-10-03,P04,T01,Alta,Auditoría Externa,Cerrada,2008-10-19,16,R21,456976
NC-104973,2008-10-04,P02,T02,Media,Inspección de Calidad,Cerrada,2008-10-19,15,R21,206183
NC-104734,2008-10-07,P05,T04,Media,Auditoría Interna,Cerrada,2008-10-14,7,R16,829341
NC-101618,2008-10-10,P04,T03,Media,Autocontrol,En Tratamiento,,,R01,502544
NC-102416,2008-10-10,P02,T04,Baja,Auditoría Externa,Cerrada,2008-10-15,5,R16,154858
NC-104163,2008-10-12,P03,T04,Alta,Inspección de Calidad,Cerrada,2008-10-18,6,R21,1260434
NC-103334,2008-10-13,P07,T02,Media,Auditoría Externa,Cerrada,2008-10-18,5,R09,373148
NC-102146,2008-10-21,P07,T04,Baja,Auditoría Externa,Cerrada,2008-11-02,12,R11,187787
NC-100055,2008-10-21,P01,T02,Alta,Auditoría Externa,En Tratamiento,,,R21,153730
NC-104636,2008-10-22,P02,T04,Baja,Queja de Cliente,Cerrada,2008-10-28,6,R11,131448
NC-100507,2008-10-26,P02,T05,Media,Queja de Cliente,Cerrada,2008-11-06,11,R09,157760
NC-106123,2008-10-29,P07,T04,Media,Auditoría Interna,Cerrada,2008-11-13,15,R11,158802
NC-102382,2008-10-29,P02,T04,Media,Autocontrol,Cerrada,2008-11-09,11,R18,405969
NC-102254,2008-10-31,P02,T04,Media,Auditoría Interna,Cerrada,2008-11-06,6,R16,270753
NC-101333,2008-11-04,P07,T04,Media,Autocontrol,En Tratamiento,,,R09,94448
NC-103529,2008-11-07,P07,T05,Alta,Auditoría Interna,Cerrada,2008-11-23,16,R18,913485
NC-101294,2008-11-11,P07,T01,Alta,Auditoría Interna,Cerrada,2008-11-20,9,R01,889730
NC-100468,2008-11-11,P07,T06,Baja,Auditoría Externa,Cerrada,2008-11-15,4,R01,116699
NC-101819,2008-11-13,P03,T02,Baja,Queja de Cliente,Cerrada,2008-11-22,9,R21,327106
NC-103344,2008-11-13,P01,T04,Alta,Inspección de Calidad,Cerrada,2008-11-26,13,R01,1436720
NC-102854,2008-11-14,P06,T04,Alta,Queja de Cliente,Cerrada,2008-11-19,5,R11,114325
NC-103795,2008-11-19,P06,T03,Crítica,Autocontrol,Cerrada,2008-12-06,17,R16,2537640
NC-106088,2008-11-21,P07,T02,Media,Autocontrol,Cerrada,2008-11-30,9,R01,204491
NC-100795,2008-11-22,P03,T01,Media,Queja de Cliente,Cerrada,2008-11-30,8,R09,866241
NC-105884,2008-11-22,P07,T05,Alta,Autocontrol,Cerrada,2008-12-07,15,R09,487689
NC-105491,2008-11-23,P01,T04,Baja,Inspección de Calidad,En Tratamiento,,,R01,262173
NC-102064,2008-11-23,P03,T03,Baja,Inspección de Calidad,Cerrada,2008-12-03,10,R01,97583
NC-103087,2008-11-24,P06,T03,Baja,Auditoría Interna,Cerrada,2008-11-28,4,R16,227423
NC-105393,2008-11-25,P03,T02,Baja,Auditoría Externa,Cerrada,2008-12-12,17,R16,228728
NC-103881,2008-11-28,P07,T04,Media,Auditoría Externa,Cerrada,2008-12-06,8,R01,1116832
NC-104599,2008-12-01,P07,T04,Alta,Inspección de Calidad,Cerrada,2008-12-03,2,R09,621011
NC-101039,2008-12-01,P08,T04,Media,Auditoría Externa,Cerrada,2008-12-09,8,R01,103940
NC-102483,2008-12-02,P01,T02,Baja,Auditoría Interna,Abierta,,,R16,623576
NC-106122,2008-12-03,P02,T02,Media,Inspección de Calidad,Cerrada,2008-12-12,9,R01,685942
NC-102026,2008-12-03,P05,T06,Media,Inspección de Calidad,Cerrada,2008-12-08,5,R09,313467
NC-101234,2008-12-09,P04,T04,Media,Inspección de Calidad,Cerrada,2008-12-24,15,R21,927460
NC-102291,2008-12-09,P04,T06,Media,Inspección de Calidad,Cerrada,2008-12-21,12,R01,118817
NC-104953,2008-12-13,P04,T05,Baja,Autocontrol,Cerrada,2008-12-18,5,R21,322355
NC-101289,2008-12-15,P05,T01,Alta,Autocontrol,Cerrada,2008-12-26,11,R21,458935
NC-102357,2008-12-21,P04,T02,Media,Inspección de Calidad,Cerrada,2009-01-10,20,R18,222140
NC-105388,2008-12-23,P03,T06,Alta,Queja de Cliente,Cerrada,2009-01-04,12,R01,1009096
NC-102963,2008-12-27,P08,T03,Media,Auditoría Externa,Cerrada,2008-12-31,4,R11,807662
NC-103020,2008-12-30,P06,T02,Media,Auditoría Externa,Cerrada,2009-01-05,6,R18,551039
NC-102584,2008-12-31,P02,T04,Baja,Inspección de Calidad,Cerrada,2009-01-14,14,R01,80047
NC-104972,2009-01-01,P04,T04,Baja,Auditoría Interna,Cerrada,2009-01-05,4,R01,162431
NC-100209,2009-01-03,P03,T02,Media,Queja de Cliente,Cerrada,2009-01-15,12,R21,344186
NC-106199,2009-01-04,P02,T06,Media,Autocontrol,Cerrada,2009-01-28,24,R18,176900
NC-104469,2009-01-04,P05,T02,Crítica,Autocontrol,Cerrada,2009-01-06,2,R11,216714
NC-103925,2009-01-04,P08,T04,Media,Inspección de Calidad,Cerrada,2009-01-18,14,R11,140310
NC-103917,2009-01-05,P02,T06,Baja,Queja de Cliente,Cerrada,2009-01-17,12,R16,294093
NC-101815,2009-01-08,P05,T02,Media,Queja de Cliente,Cerrada,2009-01-17,9,R18,339288
NC-102711,2009-01-10,P03,T06,Crítica,Autocontrol,En Tratamiento,,,R01,1892565
NC-101693,2009-01-13,P08,T02,Media,Auditoría Interna,Cerrada,2009-01-27,14,R21,480166
NC-102925,2009-01-13,P05,T03,Media,Auditoría Externa,Cerrada,2009-01-25,12,R01,750110
NC-101358,2009-01-17,P02,T05,Media,Queja de Cliente,Cerrada,2009-01-23,6,R16,951663
NC-100787,2009-01-18,P02,T04,Media,Inspección de Calidad,Cerrada,2009-01-21,3,R11,326041
NC-102092,2009-01-23,P02,T01,Media,Autocontrol,Cerrada,2009-02-15,23,R18,565443
NC-103222,2009-01-24,P08,T06,Crítica,Auditoría Interna,En Tratamiento,,,R09,2376581
NC-100752,2009-01-25,P04,T01,Media,Inspección de Calidad,Cerrada,2009-02-01,7,R01,777550
NC-101105,2009-01-30,P07,T04,Baja,Auditoría Interna,Cerrada,2009-02-03,4,R11,133513
NC-101292,2009-01-30,P06,T05,Crítica,Auditoría Interna,En Tratamiento,,,R11,515505
NC-101430,2009-01-30,P07,T01,Media,Auditoría Externa,En Tratamiento,,,R16,158174
NC-105629,2009-01-30,P03,T06,Alta,Auditoría Interna,Cerrada,2009-02-15,16,R16,51853
NC-104765,2009-02-06,P03,T05,Baja,Inspección de Calidad,Cerrada,2009-02-17,11,R01,171338
NC-105686,2009-02-08,P02,T06,Alta,Queja de Cliente,En Tratamiento,,,R01,1276344
NC-101665,2009-02-12,P04,T01,Baja,Autocontrol,Cerrada,2009-02-27,15,R09,46303
NC-104701,2009-02-13,P04,T02,Crítica,Autocontrol,Cerrada,2009-02-26,13,R11,835298
NC-101058,2009-02-17,P07,T01,Baja,Queja de Cliente,Cerrada,2009-03-08,19,R21,96331
NC-102140,2009-02-17,P04,T06,Baja,Auditoría Interna,Cerrada,2009-02-27,10,R11,104302
NC-105556,2009-02-18,P08,T02,Baja,Autocontrol,Cerrada,2009-03-04,14,R01,434574
NC-100855,2009-02-22,P05,T05,Alta,Inspección de Calidad,En Tratamiento,,,R21,48861
NC-102544,2009-02-23,P04,T05,Media,Inspección de Calidad,Abierta,,,R01,1677663
NC-102166,2009-02-25,P05,T04,Media,Inspección de Calidad,Cerrada,2009-03-04,7,R11,857555
NC-104079,2009-02-26,P07,T04,Crítica,Auditoría Interna,Cerrada,2009-03-06,8,R09,1657206
NC-103629,2009-02-27,P01,T02,Media,Auditoría Interna,Cerrada,2009-03-10,11,R11,755632
NC-103891,2009-03-03,P03,T03,Media,Auditoría Interna,Cerrada,2009-03-05,2,R01,1132202
NC-100321,2009-03-05,P03,T01,Alta,Queja de Cliente,Cerrada,2009-03-11,6,R09,159432
NC-102938,2009-03-07,P06,T02,Baja,Auditoría Externa,Cerrada,2009-03-22,15,R21,241125
NC-103166,2009-03-09,P07,T04,Baja,Autocontrol,Cerrada,2009-03-16,7,R21,93280
NC-101184,2009-03-12,P04,T03,Baja,Auditoría Externa,Cerrada,2009-03-18,6,R16,348293
NC-105436,2009-03-14,P06,T04,Baja,Inspección de Calidad,En Tratamiento,,,R09,157985
NC-100207,2009-03-15,P08,T04,Media,Queja de Cliente,Cerrada,2009-03-19,4,R01,39989
NC-102065,2009-03-15,P04,T04,Alta,Autocontrol,Cerrada,2009-04-04,20,R16,135841
NC-102564,2009-03-19,P04,T05,Alta,Queja de Cliente,Cerrada,2009-04-03,15,R11,1272768
NC-103191,2009-03-21,P08,T04,Baja,Auditoría Externa,Cerrada,2009-04-03,13,R18,311560
NC-103971,2009-03-22,P02,T06,Media,Inspección de Calidad,Cerrada,2009-03-29,7,R16,117715
NC-105456,2009-03-22,P07,T01,Media,Auditoría Externa,En Tratamiento,,,R09,143151
NC-103219,2009-03-25,P03,T02,Alta,Auditoría Interna,Cerrada,2009-04-07,13,R21,640309
NC-105443,2009-03-27,P08,T05,Media,Auditoría Externa,Abierta,,,R09,274124
NC-102931,2009-03-30,P01,T05,Baja,Queja de Cliente,Cerrada,2009-04-07,8,R01,198441
NC-103564,2009-03-31,P05,T05,Media,Autocontrol,En Tratamiento,,,R11,2166764
NC-101859,2009-04-03,P06,T04,Baja,Autocontrol,Cerrada,2009-04-23,20,R18,16670
