CLIENTE;IDENTIFICACION;DOCUMENTO;PAIS;CANAL;FORMA DE PAGO;PRODUCTO;VENDEDOR;FECHA;VENTAS;CANTIDAD;DESCUENTO_PORCENTAJE;PRECIO_UNITARIO
La Anónima;897564399.0;FV 121883;Colombia;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-107;Hernando Portilla;2015-03-20;27988;4;0.0;6997
Tiendas San Francisco;897345600.0;FV 123704; Peru;Telefono;Tarjeta de Credito;Guayos Nike Cr-82;Hernando Portilla;2015-10-21;57910;11;0.0;5265
Automercados Plaza's;891009100.0;FV 139000;Guatemala;Punto de Venta;Efectivo;Guayos Nike Cr-119;Lidia Bueno;2018-12-19;170871;14;0.0;12205
Hipermaxi;899453679.0;FV 46078;Ecuador;Punto de Venta;Efectivo;GPS glaciar;Bernardo Cifuentes;2024-11-01;235690;4;0.0;58922
Walmart;890342123.0;FV 66138;Peru;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Lidia Bueno;2023-02-08;39350;6;17.4;6558
Tiendas Olímpica;901765437.0;FV 131104;Mexico;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-37;Hernando Portilla;2017-05-10;77940;10;9.8;7794
Grupo Éxito;809765231.0;FV 57592;Honduras;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Viviana Cano;2022-01-29;55000;10;0.0;5500
Walmart;890342123.0;FV 122369;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-84;Bernardo Cifuentes;2015-05-16;170447;14;0.0;12175
Gessa;901324700.0;FV 40633;Ecuador;Punto de Venta;Efectivo;GPS glaciar;Armando Casas;2024-01-06;161750;8;0.0;20219
Walmart;890342123.0;FV 60918;Peru;Redes Sociales;Transferencia Electronica;Maletin Adidas;Patricia Angarita;2022-05-24;55000;6;5.1;9167
Hipermaxi;899453679.0;FV 57204;Mexico;Redes Sociales;Transferencia Electronica;Gorra Deportiva;Guillermo Benavides;2022-01-16;43000;16;0.0;2688
Tiendas San Francisco;897345600.0;FV 41990;Panama;Punto de Venta;Efectivo;Set de Madera Lady Hailstorm Titanium;Patricia Angarita;2024-06-03;218550;6;5.4;36425
Carrefour;900348761.0;FV 59945;Colombia;Redes Sociales;Cheque;Lámpara EverGlow;Lidia Bueno;2022-04-21;12300;10;7.4;1230
Walmart;890342123.0;FV 47953;Nicaragua ;Redes Sociales;Tarjeta de Credito;Loción BugShield;Hernando Portilla;2021-01-25;55000;8;14.3;6875
Tiendas Olímpica;901765437.0;FV 52857;Panama;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Viviana Cano;2021-05-28;55000;10;0.0;5500
Walmart;890342123.0;FV 50083;Panama;APP;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Lidia Bueno;2021-03-20;55000;10;0.0;5500
Hipermaxi;899453679.0;FV 56808;Panama;APP;Transferencia Electronica;Batería recargable Firefly;Lidia Bueno;2022-01-02;45700;8;0.0;5712
Super Selectos;901457120.0;FV 137111;Guatemala;Punto de Venta;Efectivo;Palo Course Pro;Viviana Cano;2018-07-29;58630;5;5.0;11726
Super 99;899087237.0;FV 133780;Colombia;Telefono;Tarjeta de Credito;Guayos Nike Cr-81;Bernardo Cifuentes;2017-11-22;69352;7;0.0;9907
Cencosud;901776453.0;FV 133094;Nicaragua;Punto de Venta;Cheque;Guayos Nike Cr-51;Lidia Bueno;2017-10-01;137652;12;0.0;11471
Bodega Aurrerá;890457811.0;FV 116328;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-23;Bernardo Cifuentes;2013-06-08;85573;13;0.0;6583
Tiendas San Francisco;897345600.0;FV 145785;Colombia;Punto de Venta;Efectivo;Guayos Nike Cr-28;Lidia Bueno;2020-05-07;165122;13;19.6;12702
Supermercados Peruanos;896789012.0;FV 125161;Guatemala;Punto de Venta;Transferencia Electronica;Maletin Adidas;Lidia Bueno;2016-03-03;138117;10;5.1;13812
Bodega Aurrerá;890457811.0;FV 110783;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-13;Hernando Portilla;2011-06-19;87860;7;0.0;12551
Carrefour;900348761.0;FV 46613;Ecuador;Punto de Venta;Efectivo;GPS glaciar;Patricia Angarita;2024-12-20;126550;23;0.0;5502
Automercados Plaza's;891009100.0;FV 101019;Ecuador ;Punto de Venta;Efectivo;Guayos Nike Cr-71;Viviana Cano;2005-10-15;40698;7;0.0;5814
Hipermaxi;899453679.0;FV 56808;Panama;APP;Transferencia Electronica;Batería recargable Firefly;Lidia Bueno;2022-01-02;45700;8;0.0;5712
Super 99;899087237.0;FV 138679;Honduras;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-84;Lidia Bueno;2018-11-24;125895;14;0.0;8992
Carrefour;900348761.0;FV 46565;Guatemala;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Hernando Portilla;2024-12-20;141650;10;0.0;14165
Soriana;;FV 63617;Nicaragua ;Redes Sociales;Transferencia Electronica;Gorra Deportiva;Hernando Portilla;2022-09-19;43000;16;0.0;2688
Hipermaxi;899453679.0;FV 45159;Peru;Redes Sociales;Tarjeta de Credito;Termo de Bicicleta;Hernando Portilla;2024-10-10;62600;13;0.0;4815
Hipermaxi;899453679.0;FV 50113;Ecuador;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Bernardo Cifuentes;2021-03-21;55000;13;0.0;4231
Tiendas Olímpica;901765437.0;FV 50836;Guatemala;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Lidia Bueno;2021-04-10;55000;6;0.0;9167
Cencosud;901776453.0;FV 50504;Mexico;Redes Sociales;Transferencia Electronica;Balon de Futbol Adidas;Hernando Portilla;2021-03-30;35650;13;0.0;2742
Super 99;899087237.0;FV 125439;Ecuador;Telefono;Transferencia Electronica;Guayos Nike Cr-121;Lidia Bueno;2016-03-26;98018;15;0.0;6535
Grupo Éxito;809765231.0;FV 103090;Ecuador;Punto de Venta;Cheque;Balon de Microfutbol Golty;Viviana Cano;2007-05-25;17760;4;11.8;4440
Carrefour;900348761.0;FV 44630; Honduras;Redes Sociales;Tarjeta de Credito;Alivio de mordedura de insectos;Hernando Portilla;2024-09-25;75000;2;0.0;37500
Super Selectos;901457120.0;FV 110241;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-116;Viviana Cano;2011-03-12;3969;1;0.0;3969
Super Selectos;901457120.0;FV 138310;Honduras;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-94;Lidia Bueno;2018-10-26;28787;12;0.0;2399
Gessa;901324700.0;FV 41432;Ecuador;Punto de Venta;Efectivo;Husky Cuerda 200;Patricia Angarita;2024-04-16;278600;4;0.0;69650
Bodega Aurrerá;890457811.0;FV 132148;Mexico;Punto de Venta;Transferencia Electronica;GPS glaciar;Viviana Cano;2017-07-27;103434;8;0.0;12929
Carrefour;900348761.0;FV 120643;Colombia;Telefono;Efectivo;Guayos Nike Cr-20;Bernardo Cifuentes;2014-10-26;49638;5;0.0;9928
Supermercados Peruanos;896789012.0;FV 103875;Ecuador;Punto de Venta;Transferencia Electronica;Balon de Futbol Adidas;Viviana Cano;2008-01-08;56009;6;0.0;9335
Soriana;901345679.0;FV 64861;Guatemala;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Hernando Portilla;2022-12-05;25950;13;8.8;1996
Tiendas Olímpica;901765437.0;FV 122646;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-115;Viviana Cano;2015-06-16;131978;14;0.0;9427
Hipermaxi;899453679.0;FV 62255;Guatemala;Redes Sociales;Transferencia Electronica;Mountain Man Extreme;Patricia Angarita;2022-07-18;41800;16;0.0;2612
Supermercados Peruanos;896789012.0;FV 43770;Nicaragua;Redes Sociales;Efectivo;Bloqueador solar;Hernando Portilla;2024-07-09;76800;10;0.0;7680
Bodega Aurrerá;890457811.0;FV 119911;Ecuador;Telefono;Cheque;Guayos Nike Cr-42;Bernardo Cifuentes;2014-07-30;8564;3;8.4;2855
Supermercados Peruanos;896789012.0;FV 141575;Panama;Telefono;Cheque;Guayos Nike Cr-14;Viviana Cano;2019-06-26;73484;11;0.0;6680
Cencosud;901776453.0;FV 100776;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-82;Viviana Cano;2005-08-07;24048;9;6.4;2672
Tiendas Olímpica;901765437.0;FV 40855;Peru;Punto de Venta;Efectivo;Termo de Bicicleta;Patricia Angarita;2024-01-06;89250;10;0.0;8925
Super Selectos;901457120.0;FV 109915;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-19;Viviana Cano;2011-01-11;11785;1;0.0;11785
Tiendas Olímpica;901765437.0;FV 55291;Peru;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Viviana Cano;2021-11-08;55000;10;0.0;5500
Hipermaxi;899453679.0;FV 105121;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-56;Hernando Portilla;2008-08-22;44306;8;0.0;5538
Hipermaxi;899453679.0;FV 138498;Colombia;Punto de Venta;Efectivo;Arnés Extremo Husky;Bernardo Cifuentes;2018-11-12;13046;2;0.0;6523
Ara;901001382.0;FV 46468;Ecuador;Punto de Venta;Efectivo;GPS glaciar;Bernardo Cifuentes;2024-12-20;193550;8;0.0;24194
Jumbo;901345871.0;FV 132456;Guatemala;Telefono;Tarjeta de Credito;Guayos Nike Cr-98;Hernando Portilla;2017-08-17;8721;1;0.0;8721
Hipermaxi;899453679.0;FV 141461;Honduras;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-54;Hernando Portilla;2019-06-19;28273;3;0.0;9424
Walmart;890342123.0;FV 71467;Guatemala;Redes Sociales;Transferencia Electronica;Pantaloneta;Viviana Cano;2023-09-22;29900;10;0.0;2990
Walmart;890342123.0;FV 66066;Ecuador;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Hernando Portilla;2023-02-05;42100;13;0.0;3238
Bodega Aurrerá;890457811.0;FV 122114;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-70;Bernardo Cifuentes;2015-04-15;46340;4;0.0;11585
Walmart;890342123.0;FV 50653;Peru;Teléfono;Tarjeta de Credito;Termo de Bicicleta;Viviana Cano;2021-04-05;55000;6;9.9;9167
Hipermaxi;899453679.0;FV 42788;Ecuador;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Patricia Angarita;2024-06-04;66300;8;0.0;8288
Tiendas Olímpica;901765437.0;FV 134492;Guatemala;Telefono;Cheque;Guayos Nike Cr-72;Guillermo Benavides;2018-01-09;141385;10;0.0;14138
La Anónima;897564399.0;FV 116721;Ecuador;Telefono;Transferencia Electronica;Guayos Nike Cr-52;Hernando Portilla;2013-07-21;34097;9;0.0;3789
Grupo Éxito;809765231.0;FV 51446;Nicaragua;APP;Transferencia Electronica;Termo de Bicicleta;Bernardo Cifuentes;2021-04-25;55000;2;5.5;27500
Hipermaxi;899453679.0;FV 129868;colombia;Punto de Venta;Efectivo;Guayos Nike Cr-85;Hernando Portilla;2017-02-15;152359;15;17.4;10157
La Anónima;897564399.0;FV 48302;Panama;APP;Cheque;Mountain Man Extreme;Lidia Bueno;2021-02-04;14500;6;0.0;2417
Tiendas Olímpica;901765437.0;FV 140417;Honduras;Punto de Venta;Transferencia Electronica;Gorra Deportiva;Hernando Portilla;2019-04-05;50992;5;0.0;10198
Soriana;901345679.0;FV 65031;Mexico;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Bernardo Cifuentes;2022-12-15;23750;8;0.0;2969
Hipermaxi;899453679.0;FV 69180;Guatemala;Redes Sociales;Cheque;Bolsa de golf Course Pro;Hernando Portilla;2023-05-19;18400;8;0.0;2300
Tiendas San Francisco;897345600.0;FV 135727;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-17;Hernando Portilla;2018-04-11;145306;14;6.1;10379
Tiendas Olímpica;901765437.0;FV 143935;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-60;Hernando Portilla;2019-12-19;28937;8;0.0;3617
Tiendas Olímpica;901765437.0;FV 41260;Panama;APP;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Lidia Bueno;2024-03-05;62050;10;0.0;6205
Walmart;890342123.0;FV 71804;Ecuador;Redes Sociales;Transferencia Electronica;Guantes de Arquero Nike;Hernando Portilla;2023-10-19;23400;1;0.0;23400
Gessa;901324700.0;FV 111007;Ecuador ;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-75;Viviana Cano;2011-07-29;10764;3;0.0;3588
Super Selectos;901457120.0;FV 132462;Guatemala;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-67;Guillermo Benavides;2017-08-17;67888;9;0.0;7543
Tiendas San Francisco;897345600.0;FV 105209;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-83;Hernando Portilla;2008-09-09;122673;12;0.0;10223
Carrefour;900348761.0;FV 57810;Mexico;Redes Sociales;Transferencia Electronica;Sudadera Puma;Viviana Cano;2022-02-05;55000;6;0.0;9167
Hipermaxi;899453679.0;FV 51290;Ecuador;APP;Transferencia Electronica;Arnés Extremo Husky;Bernardo Cifuentes;2021-04-21;55000;6;19.3;9167
Grupo Éxito;809765231.0;FV 105214;Ecuador;Punto de Venta;Transferencia Electronica;Juego TrailChef Deluxe Cook;Hernando Portilla;2008-09-10;21274;5;0.0;4255
Walmart;890342123.0;FV 44338;Colombia;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Guillermo Benavides;2024-09-25;81100;8;0.0;10138
Tiendas San Francisco;897345600.0;FV 137971;Panama;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-67;Bernardo Cifuentes;2018-09-30;51200;5;7.1;10240
Hipermaxi;899453679.0;FV 67282;Colombia;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Hernando Portilla;2023-03-28;29750;10;0.0;2975
Gessa;901324700.0;FV 116703;Colombia;Punto de Venta;Cheque;Guayos Nike Cr-98;Hernando Portilla;2013-07-19;43480;6;0.0;7247
Ara;901001382.0;FV 41784;Peru;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Guillermo Benavides;2024-05-16;129850;6;11.7;21642
Cencosud;901776453.0;FV 141864;Colombia;Punto de Venta;Cheque;TrailChef Double Flame;Guillermo Benavides;2019-07-19;26378;9;0.0;2931
;900434592.0;FV 123895;Ecuador;Telefono;Efectivo;Guayos Nike Cr-35;Hernando Portilla;2015-11-14;10509;1;0.0;10509
Super 99;899087237.0;FV 118382;Peru;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-18;Bernardo Cifuentes;2014-02-02;51606;5;10.4;10321
Hipermaxi;899453679.0;FV 67904;Ecuador;Redes Sociales;Transferencia Electronica;Guayos Nike Cr-7;Lidia Bueno;2023-04-16;39250;10;6.7;3925
Grupo Éxito;809765231.0;FV 120460;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-26;Viviana Cano;2014-10-04;83677;8;0.0;10460
Super 99;899087237.0;FV 137341;Peru;Telefono;Tarjeta de Credito;Termo de Bicicleta;Lidia Bueno;2018-08-16;94027;10;0.0;9403
La Anónima;897564399.0;FV 102077;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-30;Viviana Cano;2006-08-12;26320;4;0.0;6580
Cencosud;901776453.0;FV 42460;Peru;Redes Sociales;Efectivo;Bloqueador solar;Guillermo Benavides;2024-06-04;76800;6;0.0;12800
Jumbo;901345871.0;FV 109309;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-28;Viviana Cano;2010-09-22;123580;12;0.0;10298
Supermercados Peruanos;896789012.0;FV 136685;Colombia;Punto de Venta;Efectivo;Guayos Nike Cr-120;Guillermo Benavides;2018-06-25;78150;10;6.5;7815
Hipermaxi;899453679.0;FV 51488;Honduras;Redes Sociales;Tarjeta de Credito;Alivio de mordedura de insectos;Lidia Bueno;2021-04-26;55000;8;8.0;6875
Gessa;901324700.0;FV 137357;Guatemala;Telefono;Efectivo;BugShield Lotion Lite;Guillermo Benavides;2018-08-17;53809;13;0.0;4139
Tiendas Olímpica;901765437.0;FV 63819;Colombia;Redes Sociales;Transferencia Electronica;Sudadera Puma;Viviana Cano;2022-09-28;55000;2;0.0;27500
Soriana;901345679.0;FV 121616;Peru;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-104;Viviana Cano;2015-02-16;7151;3;9.7;2384
Hipermaxi;899453679.0;FV 72271;Guatemala;Redes Sociales;Transferencia Electronica;Guantes de Arquero Nike;Viviana Cano;2023-11-19;54000;3;0.0;18000
Super Selectos;901457120.0;FV 125910;Nicaragua;Telefono;Tarjeta de Credito;Guayos Nike Cr-71;Hernando Portilla;2016-04-26;200326;14;0.0;14309
Soriana;901345679.0;FV 47671;Colombia;Redes Sociales;Transferencia Electronica;Casco de escalada de granito;Viviana Cano;2021-01-17;29450;10;0.0;2945
Tiendas San Francisco;897345600.0;FV 119752;Peru;Telefono;Efectivo;Guayos Nike Cr-63;Hernando Portilla;2014-07-10;33327;8;0.0;4166
Grupo Éxito;809765231.0;FV 131292;Nicaragua;Telefono;Tarjeta de Credito;TrailChef Double Flame;Viviana Cano;2017-05-26;14071;6;0.0;2345
Walmart;;FV 60833;Guatemala;Redes Sociales;Transferencia Electronica;Mountain Man Extreme;Hernando Portilla;2022-05-21;43050;16;0.0;2691
Bodega Aurrerá;890457811.0;FV 126397;Peru ;Punto de Venta;Efectivo;Guayos Nike Cr-85;Viviana Cano;2016-06-05;72496;8;0.0;9062
Tiendas Olímpica;901765437.0;FV 135135;Panama;Punto de Venta;Efectivo;Bolsa de golf Course Pro;Lidia Bueno;2018-03-02;18378;4;9.2;4594
Makro;902765200.0;FV 114955;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-72;Bernardo Cifuentes;2012-12-31;5272;2;0.0;2636
Hipermaxi;899453679.0;FV 106888;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-96;Hernando Portilla;2009-07-10;132288;15;5.7;8819
La Anónima;897564399.0;FV 107534;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-100;Hernando Portilla;2009-11-04;18389;3;0.0;6130
Soriana;901345679.0;FV 48965;Panama;Redes Sociales;Transferencia Electronica;Camiseta Deportiva;Bernardo Cifuentes;2021-02-20;27150;10;17.8;2715
Hipermaxi;899453679.0;FV 55161;Mexico;Teléfono;Cheque;Guantes de Arquero Nike;Patricia Angarita;2021-11-03;11100;6;0.0;1850
Bodega Aurrerá;890457811.0;FV 65145;Honduras;Redes Sociales;Transferencia Electronica;Balon de Futbol Adidas;Viviana Cano;2022-12-22;35400;13;0.0;2723
Grupo Éxito;809765231.0;FV 58455;Peru;punto de venta;Transferencia Electronica;Kit de cocina TrailChef;Bernardo Cifuentes;2022-02-27;37250;23;0.0;1620
Soriana;901345679.0;FV 48712;Peru ;Redes Sociales;Tarjeta de Credito;Set de Madera Lady Hailstorm Titanium;Lidia Bueno;2021-02-14;55000;10;0.0;5500
Super 99;899087237.0;FV 135446;Mexico;Telefono;Tarjeta de Credito;Pantaloneta;Bernardo Cifuentes;2018-03-24;39839;6;0.0;6640
Supermercados Peruanos;896789012.0;FV 133555;Guatemala;Telefono;Transferencia Electronica;Guayos Nike Cr-93;Hernando Portilla;2017-11-06;117744;9;0.0;13083
Unimarc;900434592.0;FV 124834;Colombia;Telefono;Efectivo;Guayos Nike Cr-17;Guillermo Benavides;2016-02-08;43016;3;0.0;14339
Supermercados Peruanos;896789012.0;FV 46463;Ecuador;Punto de Venta;Efectivo;GPS glaciar;Hernando Portilla;2024-12-20;195400;8;0.0;24425
Walmart;890342123.0;FV 62523;Honduras;APP;Transferencia Electronica;Kit de cocina TrailChef;Hernando Portilla;2022-07-30;44550;10;0.0;4455
Walmart;890342123.0;FV 121096;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-96;Hernando Portilla;2014-12-17;58222;9;0.0;6469
Gessa;901324700.0;FV 68853;Panama;Punto de Venta;Efectivo;Set de Madera Lady Hailstorm Titanium;Armando Casas;2023-05-11;154550;6;0.0;25758
Super 99;899087237.0;FV 137905;Guatemala ;Punto de Venta;Efectivo;Guayos Nike Cr-56;Lidia Bueno;2018-09-26;36567;7;0.0;5224
Bodega Aurrerá;890457811.0;FV 122142;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-12;Bernardo Cifuentes;2015-04-17;154677;12;0.0;12890
Tiendas Olímpica;901765437.0;FV 62243;Colombia;Redes Sociales;Cheque;Guantes de Arquero Nike;Patricia Angarita;2022-07-18;19950;6;0.0;3325
Tiendas San Francisco;897345600.0;FV 145311;Nicaragua;Telefono;Tarjeta de Credito;Bloqueador solar;Bernardo Cifuentes;2020-04-02;85584;9;6.5;9509
Carrefour;900348761.0;FV 61587;Colombia;Redes Sociales;Transferencia Electronica;Pantaloneta;Lidia Bueno;2022-06-17;33300;6;6.6;5550
Soriana;901345679.0;FV 138493;Peru;Telefono;Efectivo;Guayos Nike Cr-85;Lidia Bueno;2018-11-12;110396;8;9.1;13800
Bodega Aurrerá;890457811.0;FV 121607;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-46;Viviana Cano;2015-02-15;88717;13;0.0;6824
Hipermaxi;899453679.0;FV 132199;Ecuador;Telefono;Cheque;Guayos Nike Cr-84;Lidia Bueno;2017-07-31;24984;3;0.0;8328
Supermercados Peruanos;896789012.0;FV 134945;Guatemala;Telefono;Tarjeta de Credito;Alivio de mordedura de insectos;Hernando Portilla;2018-02-17;108687;8;13.1;13586
Supermercados Peruanos;896789012.0;FV 103823;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-36;Viviana Cano;2007-12-28;128154;11;0.0;11650
Makro;;FV 127520;Peru;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-58;Viviana Cano;2016-08-26;N/A;14;7.1;10585
Hipermaxi;899453679.0;FV 71754;Guatemala;APP;Transferencia Electronica;Camiseta Deportiva;Hernando Portilla;2023-10-15;23400;1;0.0;23400
Tiendas San Francisco;897345600.0;FV 102408;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-81;Viviana Cano;2006-11-13;918383.0644737949;4;14.4;10954
Soriana;901345679.0;FV 130522;Nicaragua;Telefono;Tarjeta de Credito;Guayos Nike Cr-41;Guillermo Benavides;2017-04-02;82336;15;0.0;5489
Super 99;899087237.0;FV 125377;Nicaragua;Telefono;Tarjeta de Credito;Guayos Nike Cr-31;Lidia Bueno;2016-03-20;40046;6;0.0;6674
Cencosud;901776453.0;FV 56138;Peru;Redes Sociales;Transferencia Electronica;Camiseta Deportiva;Lidia Bueno;2021-12-06;24400;10;7.5;2440
Jumbo;901345871.0;FV 142219; Panama;Punto de Venta;Tarjeta de Credito;Balon de Microfutbol Golty;Lidia Bueno;2019-08-13;Sin dato;1;5.3;11194
Walmart;890342123.0;FV 66860;Honduras;Redes Sociales;Transferencia Electronica;Loción BugShield;Lidia Bueno;2023-03-11;43000;10;0.0;4300
Bodega Aurrerá;890457811.0;FV 142020;Mexico;Telefono;Transferencia Electronica;Guayos Nike Cr-10;Hernando Portilla;2019-07-29;25807;7;9.6;3687
Ara;901001382.0;FV 55493;Ecuador;Redes Sociales;Cheque;Guantes de Arquero Nike;Lidia Bueno;2021-11-15;21400;2;0.0;10700
Gessa;901324700.0;FV 145028;Colombia;Punto de Venta;Efectivo;Guayos Nike Cr-48;Guillermo Benavides;2020-03-07;105476;9;0.0;11720
Super Selectos;901457120.0;FV 130853;Panama;Punto de Venta;Tarjeta de Credito;Set de Madera Lady Hailstorm Titanium;Guillermo Benavides;2017-04-25;93401;9;0.0;10378
Walmart;890342123.0;FV 56609;Ecuador;Redes Sociales;Transferencia Electronica;Juego TrailChef Deluxe Cook;Lidia Bueno;2021-12-23;Pendiente;6;17.2;9167
Tiendas San Francisco;897345600.0;FV 146301;Panama;Punto de Venta;Efectivo;BugShield Spray;Hernando Portilla;2020-06-11;140294;15;0.0;9353
Grupo Éxito;809765231.0;FV 148522;Colombia;Telefono;Tarjeta de Credito;Guayos Nike Cr-84;Guillermo Benavides;2020-11-18;13796;3;0.0;4599
Cencosud;901776453.0;FV 116802;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-95;Bernardo Cifuentes;2013-07-31;161757;15;9.4;10784
Makro;902765200.0;FV 104414;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-101;Hernando Portilla;2008-04-14;118618;9;0.0;13180
Hipermaxi;899453679.0;FV 63496;Colombia;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Viviana Cano;2022-09-14;55000;2;0.0;27500
Grupo Éxito;809765231.0;FV 136703;Peru;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-21;Viviana Cano;2018-06-27;76620;9;0.0;8513
Hipermaxi;899453679.0;FV 46022;Ecuador;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Hernando Portilla;2024-11-01;302100;4;12.8;75525
Tiendas Olímpica;901765437.0;FV 115789;Colombia;Telefono;Transferencia Electronica;Guayos Nike Cr-72;Viviana Cano;2013-04-07;18106;5;0.0;3621
Automercados Plaza's;891009100.0;FV 68091;PERU;Redes Sociales;Tarjeta de Credito;Alivio de mordedura de insectos;Hernando Portilla;2023-04-21;75000;2;9.9;37500
